filename,section|field|value
form_13.pdf,section3|כאשר עבדתי ב|מכירות
form_13.pdf,section3|נסיבות הפגיעה / תיאור התאונה|נפילה על שביל רטוב בעת ביצוע מטלה.
form_13.pdf,section3|האיבר שנפגע|ראש
form_13.pdf,section4|שם המבקש|עידו לוי
form_13.pdf,section4|חתימה|signed
form_13.pdf,section5|אבחנה רפואית 1|4  1  6  8
form_13.pdf,section5|אבחנה רפואית 2|4  2  0  0
form_13.pdf,section2|מין/זכר|
form_13.pdf,section2|מין/נקבה|V
form_13.pdf,section3|מקום התאונה/מפעל|
form_13.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_13.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_13.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_13.pdf,section3|מקום התאונה/אחר|
form_13.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_13.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_13.pdf,section5|קופת חולים/כללית|V
form_13.pdf,section5|קופת חולים/מאוחדת|
form_13.pdf,section5|קופת חולים/מכבי|
form_13.pdf,section5|קופת חולים/לאומית|
form_14.pdf,header|אל קופ״ח/בי״ח|נוקדים
form_14.pdf,header|תאריך מילוי הטופס|0  3  0  3  2  0  2  3
form_14.pdf,header|תאריך קבלת הטופס בקופה|1  7  0  4  2  0  2  3
form_14.pdf,section1|תאריך הפגיעה|3  0  1  0  2  0  2  3
form_14.pdf,section2|שם משפחה|צרפתי
form_14.pdf,section2|שם פרטי|ישי
form_14.pdf,section2|ת.ז|5  3  2  8  3  0  2  5  0  5
form_14.pdf,section2|תאריך לידה|2 9 1 2 2 0 2 3
form_14.pdf,section2|רחוב|צפת
form_14.pdf,section2|מס' בית|40
form_14.pdf,section2|כניסה|2
form_14.pdf,section2|דירה|4
form_14.pdf,section2|יישוב|עדי
form_14.pdf,section2|מיקוד|668135
form_14.pdf,section2|טלפון קווי|0  5  4  3  1  7  0  9  6  7
form_14.pdf,section2|טלפון נייד|0  5  4  0  1  3  5  9  0  6
form_14.pdf,section3|בתאריך|13.03.2023
form_14.pdf,section3|בשעה|20:07
form_14.pdf,section3|כאשר עבדתי ב|מלצרות
form_14.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על שביל רטוב בעת תפקיד.
form_14.pdf,section3|האיבר שנפגע|רגל ימין
form_14.pdf,section4|שם המבקש|יהודה זידאן
form_14.pdf,section4|חתימה|signed
form_14.pdf,section5|אבחנה רפואית 1|0  0  2  5
form_14.pdf,section5|אבחנה רפואית 2|2  9  5  5
form_14.pdf,section2|מין/זכר|
form_14.pdf,section2|מין/נקבה|V
form_14.pdf,section3|מקום התאונה/מפעל|
form_14.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_14.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_14.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_14.pdf,section3|מקום התאונה/אחר|
form_14.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_14.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_14.pdf,section5|קופת חולים/כללית|
form_14.pdf,section5|קופת חולים/מאוחדת|V
form_14.pdf,section5|קופת חולים/מכבי|
form_14.pdf,section5|קופת חולים/לאומית|
form_15.pdf,header|אל קופ״ח/בי״ח|צפרירים
form_15.pdf,header|תאריך מילוי הטופס|1  2  1  0  2  0  2  3
form_15.pdf,header|תאריך קבלת הטופס בקופה|2  9  1  0  2  0  2  3
form_15.pdf,section1|תאריך הפגיעה|1  6  0  3  2  0  2  3
form_15.pdf,section2|שם משפחה|פינטו
form_15.pdf,section2|שם פרטי|מוריה
form_15.pdf,section2|ת.ז|4  0  2  7  8  8  5  1  9  0
form_15.pdf,section2|תאריך לידה|2 8 0 7 2 0 2 3
form_15.pdf,section2|רחוב|הפרדס
form_15.pdf,section2|מס' בית|74
form_15.pdf,section2|כניסה|2
form_15.pdf,section2|דירה|36
form_15.pdf,section2|יישוב|כסלון
form_15.pdf,section2|מיקוד|576557
form_15.pdf,section2|טלפון קווי|0  5  4  0  1  8  1  7  0  2
form_15.pdf,section2|טלפון נייד|0  5  4  5  2  5  0  2  5  4
form_15.pdf,section3|בתאריך|09.10.2023
form_15.pdf,section3|בשעה|10:04
form_15.pdf,section3|כאשר עבדתי ב|מכירות
form_15.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על מדרגה חלקלקה בעת ביצוע מטלה.
form_15.pdf,section3|האיבר שנפגע|רגל ימין
form_15.pdf,section4|שם המבקש|תמרה הרשקוביץ
form_15.pdf,section4|חתימה|
form_15.pdf,section5|אבחנה רפואית 1|9  8  0  5
form_15.pdf,section5|אבחנה רפואית 2|4  7  7  1
form_15.pdf,section2|מין/זכר|V
form_15.pdf,section2|מין/נקבה|
form_15.pdf,section3|מקום התאונה/מפעל|V
form_15.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_15.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_15.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_15.pdf,section3|מקום התאונה/אחר|
form_15.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_15.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_15.pdf,section5|קופת חולים/כללית|
form_15.pdf,section5|קופת חולים/מאוחדת|
form_15.pdf,section5|קופת חולים/מכבי|
form_15.pdf,section5|קופת חולים/לאומית|V
form_16.pdf,header|אל קופ״ח/בי״ח|גיתית
form_16.pdf,header|תאריך מילוי הטופס|1  9  1  2  2  0  2  3
form_16.pdf,header|תאריך קבלת הטופס בקופה|0  4  0  2  2  0  2  3
form_16.pdf,section1|תאריך הפגיעה|1  9  0  6  2  0  2  3
form_16.pdf,section2|שם משפחה|לוי
form_16.pdf,section2|שם פרטי|נגה
form_16.pdf,section2|ת.ז|6  1  0  0  1  7  6  5  7  2
form_16.pdf,section2|תאריך לידה|0 6 0 3 2 0 2 3
form_16.pdf,section2|רחוב|סמ עין גנים
form_16.pdf,section2|מס' בית|99
form_16.pdf,section2|כניסה|2
form_16.pdf,section2|דירה|23
form_16.pdf,section2|יישוב|גני מודיעין
form_16.pdf,section2|מיקוד|470053
form_16.pdf,section2|טלפון קווי|0  5  4  8  5  9  5  4  4  9
form_16.pdf,section2|טלפון נייד|0  5  4  9  3  3  7  8  1  6
form_16.pdf,section3|בתאריך|07.01.2023
form_16.pdf,section3|בשעה|17:29
form_16.pdf,section3|כאשר עבדתי ב|מלצרות
form_16.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על רצפה רטובה בעת ביצוע מטלה.
form_16.pdf,section3|האיבר שנפגע|גב
form_16.pdf,section4|שם המבקש|אן מאיר
form_16.pdf,section4|חתימה|
form_16.pdf,section5|אבחנה רפואית 1|2  1  1  9
form_16.pdf,section5|אבחנה רפואית 2|6  0  1  8
form_16.pdf,section2|מין/זכר|V
form_16.pdf,section2|מין/נקבה|
form_16.pdf,section3|מקום התאונה/מפעל|
form_16.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_16.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_16.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_16.pdf,section3|מקום התאונה/אחר|
form_16.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_16.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_16.pdf,section5|קופת חולים/כללית|V
form_16.pdf,section5|קופת חולים/מאוחדת|
form_16.pdf,section5|קופת חולים/מכבי|
form_16.pdf,section5|קופת חולים/לאומית|
form_17.pdf,header|אל קופ״ח/בי״ח|זוהר
form_17.pdf,header|תאריך מילוי הטופס|0  9  0  7  2  0  2  3
form_17.pdf,header|תאריך קבלת הטופס בקופה|1  6  0  1  2  0  2  3
form_17.pdf,section1|תאריך הפגיעה|0  3  0  4  2  0  2  3
form_17.pdf,section2|שם משפחה|שלו
form_17.pdf,section2|שם פרטי|גל
form_17.pdf,section2|ת.ז|6  8  5  1  0  7  2  9  7  1
form_17.pdf,section2|תאריך לידה|1 1 1 2 2 0 2 3
form_17.pdf,section2|רחוב|הורדים
form_17.pdf,section2|מס' בית|149
form_17.pdf,section2|כניסה|1
form_17.pdf,section2|דירה|28
form_17.pdf,section2|יישוב|מכמורת
form_17.pdf,section2|מיקוד|142985
form_17.pdf,section2|טלפון קווי|0  5  4  9  7  1  9  4  0  9
form_17.pdf,section2|טלפון נייד|0  5  4  9  8  8  7  8  6  8
form_17.pdf,section3|בתאריך|24.09.2023
form_17.pdf,section3|בשעה|15:22
form_17.pdf,section3|כאשר עבדתי ב|מלצרות
form_17.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על משטח חלק בעת תפקיד.
form_17.pdf,section3|האיבר שנפגע|גב
form_17.pdf,section4|שם המבקש|איתי פרידמן
form_17.pdf,section4|חתימה|
form_17.pdf,section5|אבחנה רפואית 1|1  3  0  7
form_17.pdf,section5|אבחנה רפואית 2|4  2  1  8
form_17.pdf,section2|מין/זכר|
form_17.pdf,section2|מין/נקבה|V
form_17.pdf,section3|מקום התאונה/מפעל|
form_17.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_17.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_17.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_17.pdf,section3|מקום התאונה/אחר|
form_17.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_17.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_17.pdf,section5|קופת חולים/כללית|
form_17.pdf,section5|קופת חולים/מאוחדת|
form_17.pdf,section5|קופת חולים/מכבי|V
form_17.pdf,section5|קופת חולים/לאומית|
form_18.pdf,header|אל קופ״ח/בי״ח|אור הנר
form_18.pdf,header|תאריך מילוי הטופס|0  2  0  8  2  0  2  3
form_18.pdf,header|תאריך קבלת הטופס בקופה|3  0  1  0  2  0  2  3
form_18.pdf,section1|תאריך הפגיעה|1  7  1  2  2  0  2  3
form_18.pdf,section2|שם משפחה|כהן
form_18.pdf,section2|שם פרטי|מיקה
form_18.pdf,section2|ת.ז|9  2  7  5  0  3  7  9  2  2
form_18.pdf,section2|תאריך לידה|0 2 0 6 2 0 2 3
form_18.pdf,section2|רחוב|שבטי ישראל
form_18.pdf,section2|מס' בית|98
form_18.pdf,section2|כניסה|2
form_18.pdf,section2|דירה|10
form_18.pdf,section2|יישוב|שומרה
form_18.pdf,section2|מיקוד|378008
form_18.pdf,section2|טלפון קווי|0  5  4  1  6  9  9  8  3  6
form_18.pdf,section2|טלפון נייד|0  5  4  8  0  1  3  7  7  7
form_18.pdf,section3|בתאריך|08.08.2023
form_18.pdf,section3|בשעה|13:48
form_18.pdf,section3|כאשר עבדתי ב|נהיגה
form_18.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על שביל רטוב במהלך העבודה.
form_18.pdf,section3|האיבר שנפגע|רגל שמאל
form_18.pdf,section4|שם המבקש|רות דיין
form_18.pdf,section4|חתימה|
form_18.pdf,section5|אבחנה רפואית 1|6  3  9  0
form_18.pdf,section5|אבחנה רפואית 2|9  3  8  9
form_18.pdf,section2|מין/זכר|V
form_18.pdf,section2|מין/נקבה|
form_18.pdf,section3|מקום התאונה/מפעל|
form_18.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_18.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_18.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_18.pdf,section3|מקום התאונה/אחר|
form_18.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_18.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_18.pdf,section5|קופת חולים/כללית|V
form_18.pdf,section5|קופת חולים/מאוחדת|
form_18.pdf,section5|קופת חולים/מכבי|
form_18.pdf,section5|קופת חולים/לאומית|
form_19.pdf,header|אל קופ״ח/בי״ח|בית חשמונאי
form_19.pdf,header|תאריך מילוי הטופס|2  4  0  6  2  0  2  3
form_19.pdf,header|תאריך קבלת הטופס בקופה|1  6  0  3  2  0  2  3
form_19.pdf,section1|תאריך הפגיעה|1  1  0  9  2  0  2  3
form_19.pdf,section2|שם משפחה|פז
form_19.pdf,section2|שם פרטי|דוד
form_19.pdf,section2|ת.ז|2  3  2  7  8  9  1  9  0  4
form_19.pdf,section2|תאריך לידה|1 7 1 2 2 0 2 3
form_19.pdf,section2|רחוב|המסגר
form_19.pdf,section2|מס' בית|60
form_19.pdf,section2|כניסה|4
form_19.pdf,section2|דירה|17
form_19.pdf,section2|יישוב|גן שורק
form_19.pdf,section2|מיקוד|216270
form_19.pdf,section2|טלפון קווי|0  5  4  2  2  5  8  3  3  1
form_19.pdf,section2|טלפון נייד|0  5  4  1  2  8  4  5  3  4
form_19.pdf,section3|בתאריך|28.04.2023
form_19.pdf,section3|בשעה|16:38
form_19.pdf,section3|כאשר עבדתי ב|משרד
form_19.pdf,section3|נסיבות הפגיעה / תיאור התאונה|נפילה על משטח חלק בעת תפקיד.
form_19.pdf,section3|האיבר שנפגע|יד שמאל
form_19.pdf,section4|שם המבקש|אחמד דניאל
form_19.pdf,section4|חתימה|
form_19.pdf,section5|אבחנה רפואית 1|4  0  2  2
form_19.pdf,section5|אבחנה רפואית 2|7  7  0  7
form_19.pdf,section2|מין/זכר|
form_19.pdf,section2|מין/נקבה|V
form_19.pdf,section3|מקום התאונה/מפעל|
form_19.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_19.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_19.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_19.pdf,section3|מקום התאונה/אחר|
form_19.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_19.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_19.pdf,section5|קופת חולים/כללית|
form_19.pdf,section5|קופת חולים/מאוחדת|
form_19.pdf,section5|קופת חולים/מכבי|V
form_19.pdf,section5|קופת חולים/לאומית|
form_20.pdf,header|אל קופ״ח/בי״ח|מרחביה )מושב(
form_20.pdf,header|תאריך מילוי הטופס|0  1  1  1  2  0  2  3
form_20.pdf,header|תאריך קבלת הטופס בקופה|0  8  1  2  2  0  2  3
form_20.pdf,section1|תאריך הפגיעה|1  7  0  7  2  0  2  3
form_20.pdf,section2|שם משפחה|חורי
form_20.pdf,section2|שם פרטי|ביסאן
form_20.pdf,section2|ת.ז|8  5  4  3  8  3  5  1  5  6
form_20.pdf,section2|תאריך לידה|2 4 0 1 2 0 2 3
form_20.pdf,section2|רחוב|אל-חראיק סמ3
form_20.pdf,section2|מס' בית|138
form_20.pdf,section2|כניסה|2
form_20.pdf,section2|דירה|40
form_20.pdf,section2|יישוב|בית חשמונאי
form_20.pdf,section2|מיקוד|571859
form_20.pdf,section2|טלפון קווי|0  5  4  9  1  6  7  4  5  6
form_20.pdf,section2|טלפון נייד|0  5  4  6  5  9  4  1  6  3
form_20.pdf,section3|בתאריך|04.12.2023
form_20.pdf,section3|בשעה|19:02
form_20.pdf,section3|כאשר עבדתי ב|משרד
form_20.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על רצפה רטובה בעת תפקיד.
form_20.pdf,section3|האיבר שנפגע|גב
form_20.pdf,section4|שם המבקש|יהלי יוסף
form_20.pdf,section4|חתימה|
form_20.pdf,section5|אבחנה רפואית 1|7  9  0  8
form_20.pdf,section5|אבחנה רפואית 2|7  1  2  9
form_20.pdf,section2|מין/זכר|V
form_20.pdf,section2|מין/נקבה|
form_20.pdf,section3|מקום התאונה/מפעל|
form_20.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_20.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_20.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_20.pdf,section3|מקום התאונה/אחר|
form_20.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_20.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_20.pdf,section5|קופת חולים/כללית|
form_20.pdf,section5|קופת חולים/מאוחדת|V
form_20.pdf,section5|קופת חולים/מכבי|
form_20.pdf,section5|קופת חולים/לאומית|
form_21.pdf,header|אל קופ״ח/בי״ח|רמות מנשה
form_21.pdf,header|תאריך מילוי הטופס|1  7  0  8  2  0  2  3
